buying_price,maintenance_price,number_doors,capacity,luggage_boot_size,safety_level,class
high,high,four,four,small,medium,unacceptable
high,high,four,four,small,high,acceptable
high,high,four,four,medium,low,unacceptable
high,high,four,four,medium,medium,acceptable
high,high,four,four,medium,high,acceptable
high,high,four,four,large,low,unacceptable
high,high,four,four,large,medium,acceptable
high,high,four,four,large,high,acceptable
high,high,four,5_or_more,small,low,unacceptable
high,high,four,5_or_more,small,medium,unacceptable
high,high,four,5_or_more,small,high,acceptable
high,high,four,5_or_more,medium,low,unacceptable
high,high,four,5_or_more,medium,medium,acceptable
high,high,four,5_or_more,medium,high,acceptable
high,high,four,5_or_more,large,low,unacceptable
high,high,four,5_or_more,large,medium,acceptable
high,high,four,5_or_more,large,high,acceptable
high,high,5_or_more,two,small,low,unacceptable
high,high,5_or_more,two,small,medium,unacceptable
high,high,5_or_more,two,small,high,unacceptable
high,high,5_or_more,two,medium,low,unacceptable
high,high,5_or_more,two,medium,medium,unacceptable
high,high,5_or_more,two,medium,high,unacceptable
high,high,5_or_more,two,large,low,unacceptable
high,high,5_or_more,two,large,medium,unacceptable
high,high,5_or_more,two,large,high,unacceptable
high,high,5_or_more,four,small,low,unacceptable
high,high,5_or_more,four,small,medium,unacceptable
high,high,5_or_more,four,small,high,acceptable
high,high,5_or_more,four,medium,low,unacceptable
high,high,5_or_more,four,medium,medium,acceptable
high,high,5_or_more,four,medium,high,acceptable
high,high,5_or_more,four,large,low,unacceptable
high,high,5_or_more,four,large,medium,acceptable
high,high,5_or_more,four,large,high,acceptable
high,high,5_or_more,5_or_more,small,low,unacceptable
high,high,5_or_more,5_or_more,small,medium,unacceptable
high,high,5_or_more,5_or_more,small,high,acceptable
high,high,5_or_more,5_or_more,medium,low,unacceptable
high,high,5_or_more,5_or_more,medium,medium,acceptable
high,high,5_or_more,5_or_more,medium,high,acceptable
high,high,5_or_more,5_or_more,large,low,unacceptable
high,high,5_or_more,5_or_more,large,medium,acceptable
high,high,5_or_more,5_or_more,large,high,acceptable
high,medium,two,two,small,low,unacceptable
high,medium,two,two,small,medium,unacceptable
high,medium,two,two,small,high,unacceptable
high,medium,two,two,medium,low,unacceptable
high,medium,two,two,medium,medium,unacceptable
high,medium,two,two,medium,high,unacceptable
high,medium,two,two,large,low,unacceptable
high,medium,two,two,large,medium,unacceptable
high,medium,two,two,large,high,unacceptable
high,medium,two,four,small,low,unacceptable
high,medium,two,four,small,medium,unacceptable
high,medium,two,four,small,high,acceptable
high,medium,two,four,medium,low,unacceptable
high,medium,two,four,medium,medium,unacceptable
high,medium,two,four,medium,high,acceptable
high,medium,two,four,large,low,unacceptable
high,medium,two,four,large,medium,acceptable
high,medium,two,four,large,high,acceptable
high,medium,two,5_or_more,small,low,unacceptable
high,medium,two,5_or_more,small,medium,unacceptable
high,medium,two,5_or_more,small,high,unacceptable
high,medium,two,5_or_more,medium,low,unacceptable
high,medium,two,5_or_more,medium,medium,unacceptable
high,medium,two,5_or_more,medium,high,acceptable
high,medium,two,5_or_more,large,low,unacceptable
high,medium,two,5_or_more,large,medium,acceptable
high,medium,two,5_or_more,large,high,acceptable
high,medium,three,two,small,low,unacceptable
high,medium,three,two,small,medium,unacceptable
high,medium,three,two,small,high,unacceptable
high,medium,three,two,medium,low,unacceptable
high,medium,three,two,medium,medium,unacceptable
high,medium,three,two,medium,high,unacceptable
high,medium,three,two,large,low,unacceptable
high,medium,three,two,large,medium,unacceptable
high,medium,three,two,large,high,unacceptable
high,medium,three,four,small,low,unacceptable
high,medium,three,four,small,medium,unacceptable
high,medium,three,four,small,high,acceptable
high,medium,three,four,medium,low,unacceptable
high,medium,three,four,medium,medium,unacceptable
high,medium,three,four,medium,high,acceptable
high,medium,three,four,large,low,unacceptable
high,medium,three,four,large,medium,acceptable
high,medium,three,four,large,high,acceptable
high,medium,three,5_or_more,small,low,unacceptable
high,medium,three,5_or_more,small,medium,unacceptable
high,medium,three,5_or_more,small,high,acceptable
high,medium,three,5_or_more,medium,low,unacceptable
high,medium,three,5_or_more,medium,medium,acceptable
high,medium,three,5_or_more,medium,high,acceptable
high,medium,three,5_or_more,large,low,unacceptable
high,medium,three,5_or_more,large,medium,acceptable
high,medium,three,5_or_more,large,high,acceptable
high,medium,four,two,small,low,unacceptable
high,medium,four,two,small,medium,unacceptable
high,medium,four,two,small,high,unacceptable
high,medium,four,two,medium,low,unacceptable
high,medium,four,two,medium,medium,unacceptable
high,medium,four,two,medium,high,unacceptable
high,medium,four,two,large,low,unacceptable
high,medium,four,two,large,medium,unacceptable
high,medium,four,two,large,high,unacceptable
high,medium,four,four,small,low,unacceptable
high,medium,four,four,small,medium,unacceptable
high,medium,four,four,small,high,acceptable
high,medium,four,four,medium,low,unacceptable
high,medium,four,four,medium,medium,acceptable
high,medium,four,four,medium,high,acceptable
high,medium,four,four,large,low,unacceptable
high,medium,four,four,large,medium,acceptable
high,medium,four,four,large,high,acceptable
high,medium,four,5_or_more,small,low,unacceptable
high,medium,four,5_or_more,small,medium,unacceptable
high,medium,four,5_or_more,small,high,acceptable
high,medium,four,5_or_more,medium,low,unacceptable
high,medium,four,5_or_more,medium,medium,acceptable
high,medium,four,5_or_more,medium,high,acceptable
high,medium,four,5_or_more,large,low,unacceptable
high,medium,four,5_or_more,large,medium,acceptable
high,medium,four,5_or_more,large,high,acceptable
high,medium,5_or_more,two,small,low,unacceptable
high,medium,5_or_more,two,small,medium,unacceptable
high,medium,5_or_more,two,small,high,unacceptable
high,medium,5_or_more,two,medium,low,unacceptable
high,medium,5_or_more,two,medium,medium,unacceptable
high,medium,5_or_more,two,medium,high,unacceptable
high,medium,5_or_more,two,large,low,unacceptable
high,medium,5_or_more,two,large,medium,unacceptable
high,medium,5_or_more,two,large,high,unacceptable
high,medium,5_or_more,four,small,low,unacceptable
high,medium,5_or_more,four,small,medium,unacceptable
high,medium,5_or_more,four,small,high,acceptable
high,medium,5_or_more,four,medium,low,unacceptable
high,medium,5_or_more,four,medium,medium,acceptable
high,medium,5_or_more,four,medium,high,acceptable
high,medium,5_or_more,four,large,low,unacceptable
high,medium,5_or_more,four,large,medium,acceptable
high,medium,5_or_more,four,large,high,acceptable
high,medium,5_or_more,5_or_more,small,low,unacceptable
high,medium,5_or_more,5_or_more,small,medium,unacceptable
high,medium,5_or_more,5_or_more,small,high,acceptable
high,medium,5_or_more,5_or_more,medium,low,unacceptable
high,medium,5_or_more,5_or_more,medium,medium,acceptable
high,medium,5_or_more,5_or_more,medium,high,acceptable
high,medium,5_or_more,5_or_more,large,low,unacceptable
high,medium,5_or_more,5_or_more,large,medium,acceptable
high,medium,5_or_more,5_or_more,large,high,acceptable
high,low,two,two,small,low,unacceptable
high,low,two,two,small,medium,unacceptable
high,low,two,two,small,high,unacceptable
high,low,two,two,medium,low,unacceptable
high,low,two,two,medium,medium,unacceptable
high,low,two,two,medium,high,unacceptable
high,low,two,two,large,low,unacceptable
high,low,two,two,large,medium,unacceptable
high,low,two,two,large,high,unacceptable
high,low,two,four,small,low,unacceptable
high,low,two,four,small,medium,unacceptable
high,low,two,four,small,high,acceptable
high,low,two,four,medium,low,unacceptable
high,low,two,four,medium,medium,unacceptable
high,low,two,four,medium,high,acceptable
high,low,two,four,large,low,unacceptable
high,low,two,four,large,medium,acceptable
high,low,two,four,large,high,acceptable
high,low,two,5_or_more,small,low,unacceptable
high,low,two,5_or_more,small,medium,unacceptable
high,low,two,5_or_more,small,high,unacceptable
high,low,two,5_or_more,medium,low,unacceptable
high,low,two,5_or_more,medium,medium,unacceptable
high,low,two,5_or_more,medium,high,acceptable
high,low,two,5_or_more,large,low,unacceptable
high,low,two,5_or_more,large,medium,acceptable
high,low,two,5_or_more,large,high,acceptable
high,low,three,two,small,low,unacceptable
high,low,three,two,small,medium,unacceptable
high,low,three,two,small,high,unacceptable
high,low,three,two,medium,low,unacceptable
high,low,three,two,medium,medium,unacceptable
high,low,three,two,medium,high,unacceptable
high,low,three,two,large,low,unacceptable
high,low,three,two,large,medium,unacceptable
high,low,three,two,large,high,unacceptable
high,low,three,four,small,low,unacceptable
high,low,three,four,small,medium,unacceptable
high,low,three,four,small,high,acceptable
high,low,three,four,medium,low,unacceptable
high,low,three,four,medium,medium,unacceptable
high,low,three,four,medium,high,acceptable
high,low,three,four,large,low,unacceptable
high,low,three,four,large,medium,acceptable
high,low,three,four,large,high,acceptable
high,low,three,5_or_more,small,low,unacceptable
high,low,three,5_or_more,small,medium,unacceptable
high,low,three,5_or_more,small,high,acceptable
high,low,three,5_or_more,medium,low,unacceptable
high,low,three,5_or_more,medium,medium,acceptable
high,low,three,5_or_more,medium,high,acceptable
high,low,three,5_or_more,large,low,unacceptable
high,low,three,5_or_more,large,medium,acceptable
high,low,three,5_or_more,large,high,acceptable
high,low,four,two,small,low,unacceptable
high,low,four,two,small,medium,unacceptable
high,low,four,two,small,high,unacceptable
high,low,four,two,medium,low,unacceptable
high,low,four,two,medium,medium,unacceptable
high,low,four,two,medium,high,unacceptable
high,low,four,two,large,low,unacceptable
high,low,four,two,large,medium,unacceptable
high,low,four,two,large,high,unacceptable
high,low,four,four,small,low,unacceptable
high,low,four,four,small,medium,unacceptable
high,low,four,four,small,high,acceptable
high,low,four,four,medium,low,unacceptable
high,low,four,four,medium,medium,acceptable
high,low,four,four,medium,high,acceptable
high,low,four,four,large,low,unacceptable
high,low,four,four,large,medium,acceptable
high,low,four,four,large,high,acceptable
high,low,four,5_or_more,small,low,unacceptable
high,low,four,5_or_more,small,medium,unacceptable
high,low,four,5_or_more,small,high,acceptable
high,low,four,5_or_more,medium,low,unacceptable
high,low,four,5_or_more,medium,medium,acceptable
high,low,four,5_or_more,medium,high,acceptable
high,low,four,5_or_more,large,low,unacceptable
high,low,four,5_or_more,large,medium,acceptable
high,low,four,5_or_more,large,high,acceptable
high,low,5_or_more,two,small,low,unacceptable
high,low,5_or_more,two,small,medium,unacceptable
high,low,5_or_more,two,small,high,unacceptable
high,low,5_or_more,two,medium,low,unacceptable
high,low,5_or_more,two,medium,medium,unacceptable
high,low,5_or_more,two,medium,high,unacceptable
high,low,5_or_more,two,large,low,unacceptable
high,low,5_or_more,two,large,medium,unacceptable
high,low,5_or_more,two,large,high,unacceptable
high,low,5_or_more,four,small,low,unacceptable
high,low,5_or_more,four,small,medium,unacceptable
high,low,5_or_more,four,small,high,acceptable
high,low,5_or_more,four,medium,low,unacceptable
high,low,5_or_more,four,medium,medium,acceptable
high,low,5_or_more,four,medium,high,acceptable
high,low,5_or_more,four,large,low,unacceptable
high,low,5_or_more,four,large,medium,acceptable
high,low,5_or_more,four,large,high,acceptable
high,low,5_or_more,5_or_more,small,low,unacceptable
high,low,5_or_more,5_or_more,small,medium,unacceptable
high,low,5_or_more,5_or_more,small,high,acceptable
high,low,5_or_more,5_or_more,medium,low,unacceptable
high,low,5_or_more,5_or_more,medium,medium,acceptable
high,low,5_or_more,5_or_more,medium,high,acceptable
high,low,5_or_more,5_or_more,large,low,unacceptable
high,low,5_or_more,5_or_more,large,medium,acceptable
high,low,5_or_more,5_or_more,large,high,acceptable
medium,very_high,two,two,small,low,unacceptable
medium,very_high,two,two,small,medium,unacceptable
medium,very_high,two,two,small,high,unacceptable
medium,very_high,two,two,medium,low,unacceptable
medium,very_high,two,two,medium,medium,unacceptable
medium,very_high,two,two,medium,high,unacceptable
medium,very_high,two,two,large,low,unacceptable
medium,very_high,two,two,large,medium,unacceptable
medium,very_high,two,two,large,high,unacceptable
medium,very_high,two,four,small,low,unacceptable
medium,very_high,two,four,small,medium,unacceptable
medium,very_high,two,four,small,high,acceptable
medium,very_high,two,four,medium,low,unacceptable
medium,very_high,two,four,medium,medium,unacceptable
medium,very_high,two,four,medium,high,acceptable
medium,very_high,two,four,large,low,unacceptable
medium,very_high,two,four,large,medium,acceptable
medium,very_high,two,four,large,high,acceptable
medium,very_high,two,5_or_more,small,low,unacceptable
medium,very_high,two,5_or_more,small,medium,unacceptable
medium,very_high,two,5_or_more,small,high,unacceptable
medium,very_high,two,5_or_more,medium,low,unacceptable
medium,very_high,two,5_or_more,medium,medium,unacceptable
medium,very_high,two,5_or_more,medium,high,acceptable
medium,very_high,two,5_or_more,large,low,unacceptable
medium,very_high,two,5_or_more,large,medium,acceptable
medium,very_high,two,5_or_more,large,high,acceptable
medium,very_high,three,two,small,low,unacceptable
medium,very_high,three,two,small,medium,unacceptable
medium,very_high,three,two,small,high,unacceptable
medium,very_high,three,two,medium,low,unacceptable
medium,very_high,three,two,medium,medium,unacceptable
medium,very_high,three,two,medium,high,unacceptable
medium,very_high,three,two,large,low,unacceptable
medium,very_high,three,two,large,medium,unacceptable
medium,very_high,three,two,large,high,unacceptable
medium,very_high,three,four,small,low,unacceptable
medium,very_high,three,four,small,medium,unacceptable
medium,very_high,three,four,small,high,acceptable
medium,very_high,three,four,medium,low,unacceptable
medium,very_high,three,four,medium,medium,unacceptable
medium,very_high,three,four,medium,high,acceptable
medium,very_high,three,four,large,low,unacceptable
medium,very_high,three,four,large,medium,acceptable
medium,very_high,three,four,large,high,acceptable
medium,very_high,three,5_or_more,small,low,unacceptable
medium,very_high,three,5_or_more,small,medium,unacceptable
medium,very_high,three,5_or_more,small,high,acceptable
medium,very_high,three,5_or_more,medium,low,unacceptable
medium,very_high,three,5_or_more,medium,medium,acceptable
medium,very_high,three,5_or_more,medium,high,acceptable
medium,very_high,three,5_or_more,large,low,unacceptable
medium,very_high,three,5_or_more,large,medium,acceptable
medium,very_high,three,5_or_more,large,high,acceptable
medium,very_high,four,two,small,low,unacceptable
medium,very_high,four,two,small,medium,unacceptable
medium,very_high,four,two,small,high,unacceptable
medium,very_high,four,two,medium,low,unacceptable
medium,very_high,four,two,medium,medium,unacceptable
medium,very_high,four,two,medium,high,unacceptable
medium,very_high,four,two,large,low,unacceptable
medium,very_high,four,two,large,medium,unacceptable
medium,very_high,four,two,large,high,unacceptable
medium,very_high,four,four,small,low,unacceptable
medium,very_high,four,four,small,medium,unacceptable
medium,very_high,four,four,small,high,acceptable
medium,very_high,four,four,medium,low,unacceptable
medium,very_high,four,four,medium,medium,acceptable
medium,very_high,four,four,medium,high,acceptable
medium,very_high,four,four,large,low,unacceptable
medium,very_high,four,four,large,medium,acceptable
medium,very_high,four,four,large,high,acceptable
medium,very_high,four,5_or_more,small,low,unacceptable
medium,very_high,four,5_or_more,small,medium,unacceptable
medium,very_high,four,5_or_more,small,high,acceptable
medium,very_high,four,5_or_more,medium,low,unacceptable
medium,very_high,four,5_or_more,medium,medium,acceptable
medium,very_high,four,5_or_more,medium,high,acceptable
medium,very_high,four,5_or_more,large,low,unacceptable
medium,very_high,four,5_or_more,large,medium,acceptable
medium,very_high,four,5_or_more,large,high,acceptable
medium,very_high,5_or_more,two,small,low,unacceptable
medium,very_high,5_or_more,two,small,medium,unacceptable
medium,very_high,5_or_more,two,small,high,unacceptable
medium,very_high,5_or_more,two,medium,low,unacceptable
medium,very_high,5_or_more,two,medium,medium,unacceptable
medium,very_high,5_or_more,two,medium,high,unacceptable
medium,very_high,5_or_more,two,large,low,unacceptable
medium,very_high,5_or_more,two,large,medium,unacceptable
medium,very_high,5_or_more,two,large,high,unacceptable
medium,very_high,5_or_more,four,small,low,unacceptable
medium,very_high,5_or_more,four,small,medium,unacceptable
medium,very_high,5_or_more,four,small,high,acceptable
medium,very_high,5_or_more,four,medium,low,unacceptable
medium,very_high,5_or_more,four,medium,medium,acceptable
medium,very_high,5_or_more,four,medium,high,acceptable
medium,very_high,5_or_more,four,large,low,unacceptable
medium,very_high,5_or_more,four,large,medium,acceptable
medium,very_high,5_or_more,four,large,high,acceptable
medium,very_high,5_or_more,5_or_more,small,low,unacceptable
medium,very_high,5_or_more,5_or_more,small,medium,unacceptable
medium,very_high,5_or_more,5_or_more,small,high,acceptable
medium,very_high,5_or_more,5_or_more,medium,low,unacceptable
medium,very_high,5_or_more,5_or_more,medium,medium,acceptable
medium,very_high,5_or_more,5_or_more,medium,high,acceptable
medium,very_high,5_or_more,5_or_more,large,low,unacceptable
medium,very_high,5_or_more,5_or_more,large,medium,acceptable
medium,very_high,5_or_more,5_or_more,large,high,acceptable
medium,high,two,two,small,low,unacceptable
medium,high,two,two,small,medium,unacceptable
medium,high,two,two,small,high,unacceptable
medium,high,two,two,medium,low,unacceptable
medium,high,two,two,medium,medium,unacceptable
medium,high,two,two,medium,high,unacceptable
medium,high,two,two,large,low,unacceptable
medium,high,two,two,large,medium,unacceptable
medium,high,two,two,large,high,unacceptable
medium,high,two,four,small,low,unacceptable
medium,high,two,four,small,medium,unacceptable
medium,high,two,four,small,high,acceptable
medium,high,two,four,medium,low,unacceptable
medium,high,two,four,medium,medium,unacceptable
medium,high,two,four,medium,high,acceptable
medium,high,two,four,large,low,unacceptable
medium,high,two,four,large,medium,acceptable
medium,high,two,four,large,high,acceptable
medium,high,two,5_or_more,small,low,unacceptable
medium,high,two,5_or_more,small,medium,unacceptable
medium,high,two,5_or_more,small,high,unacceptable
medium,high,two,5_or_more,medium,low,unacceptable
medium,high,two,5_or_more,medium,medium,unacceptable
medium,high,two,5_or_more,medium,high,acceptable
medium,high,two,5_or_more,large,low,unacceptable
medium,high,two,5_or_more,large,medium,acceptable
medium,high,two,5_or_more,large,high,acceptable
medium,high,three,two,small,low,unacceptable
medium,high,three,two,small,medium,unacceptable
medium,high,three,two,small,high,unacceptable
medium,high,three,two,medium,low,unacceptable
medium,high,three,two,medium,medium,unacceptable
medium,high,three,two,medium,high,unacceptable
medium,high,three,two,large,low,unacceptable
medium,high,three,two,large,medium,unacceptable
medium,high,three,two,large,high,unacceptable
medium,high,three,four,small,low,unacceptable
medium,high,three,four,small,medium,unacceptable
medium,high,three,four,small,high,acceptable
medium,high,three,four,medium,low,unacceptable
medium,high,three,four,medium,medium,unacceptable
medium,high,three,four,medium,high,acceptable
medium,high,three,four,large,low,unacceptable
medium,high,three,four,large,medium,acceptable
medium,high,three,four,large,high,acceptable
medium,high,three,5_or_more,small,low,unacceptable
medium,high,three,5_or_more,small,medium,unacceptable
medium,high,three,5_or_more,small,high,acceptable
medium,high,three,5_or_more,medium,low,unacceptable
medium,high,three,5_or_more,medium,medium,acceptable
medium,high,three,5_or_more,medium,high,acceptable
medium,high,three,5_or_more,large,low,unacceptable
medium,high,three,5_or_more,large,medium,acceptable
medium,high,three,5_or_more,large,high,acceptable
medium,high,four,two,small,low,unacceptable
medium,high,four,two,small,medium,unacceptable
medium,high,four,two,small,high,unacceptable
medium,high,four,two,medium,low,unacceptable
medium,high,four,two,medium,medium,unacceptable
medium,high,four,two,medium,high,unacceptable
medium,high,four,two,large,low,unacceptable
medium,high,four,two,large,medium,unacceptable
medium,high,four,two,large,high,unacceptable
medium,high,four,four,small,low,unacceptable
medium,high,four,four,small,medium,unacceptable
medium,high,four,four,small,high,acceptable
medium,high,four,four,medium,low,unacceptable
medium,high,four,four,medium,medium,acceptable
medium,high,four,four,medium,high,acceptable
medium,high,four,four,large,low,unacceptable
medium,high,four,four,large,medium,acceptable
medium,high,four,four,large,high,acceptable
medium,high,four,5_or_more,small,low,unacceptable
medium,high,four,5_or_more,small,medium,unacceptable
medium,high,four,5_or_more,small,high,acceptable
medium,high,four,5_or_more,medium,low,unacceptable
medium,high,four,5_or_more,medium,medium,acceptable
medium,high,four,5_or_more,medium,high,acceptable
medium,high,four,5_or_more,large,low,unacceptable
medium,high,four,5_or_more,large,medium,acceptable
medium,high,four,5_or_more,large,high,acceptable
medium,high,5_or_more,two,small,low,unacceptable
medium,high,5_or_more,two,small,medium,unacceptable
medium,high,5_or_more,two,small,high,unacceptable
medium,high,5_or_more,two,medium,low,unacceptable
medium,high,5_or_more,two,medium,medium,unacceptable
medium,high,5_or_more,two,medium,high,unacceptable
medium,high,5_or_more,two,large,low,unacceptable
medium,high,5_or_more,two,large,medium,unacceptable
medium,high,5_or_more,two,large,high,unacceptable
medium,high,5_or_more,four,small,low,unacceptable
medium,high,5_or_more,four,small,medium,unacceptable
medium,high,5_or_more,four,small,high,acceptable
medium,high,5_or_more,four,medium,low,unacceptable
medium,high,5_or_more,four,medium,medium,acceptable
medium,high,5_or_more,four,medium,high,acceptable
medium,high,5_or_more,four,large,low,unacceptable
medium,high,5_or_more,four,large,medium,acceptable
medium,high,5_or_more,four,large,high,acceptable
medium,high,5_or_more,5_or_more,small,low,unacceptable
medium,high,5_or_more,5_or_more,small,medium,unacceptable
medium,high,5_or_more,5_or_more,small,high,acceptable
medium,high,5_or_more,5_or_more,medium,low,unacceptable
medium,high,5_or_more,5_or_more,medium,medium,acceptable
medium,high,5_or_more,5_or_more,medium,high,acceptable
medium,high,5_or_more,5_or_more,large,low,unacceptable
medium,high,5_or_more,5_or_more,large,medium,acceptable
medium,high,5_or_more,5_or_more,large,high,acceptable
medium,medium,two,two,small,low,unacceptable
medium,medium,two,two,small,medium,unacceptable
medium,medium,two,two,small,high,unacceptable
medium,medium,two,two,medium,low,unacceptable
medium,medium,two,two,medium,medium,unacceptable
medium,medium,two,two,medium,high,unacceptable
medium,medium,two,two,large,low,unacceptable
medium,medium,two,two,large,medium,unacceptable
medium,medium,two,two,large,high,unacceptable
medium,medium,two,four,small,low,unacceptable
medium,medium,two,four,small,medium,acceptable
medium,medium,two,four,small,high,acceptable
medium,medium,two,four,medium,low,unacceptable
medium,medium,two,four,medium,medium,acceptable
medium,medium,two,four,medium,high,acceptable
medium,medium,two,four,large,low,unacceptable
medium,medium,two,four,large,medium,acceptable
medium,medium,two,four,large,high,very_good
medium,medium,two,5_or_more,small,low,unacceptable
medium,medium,two,5_or_more,small,medium,unacceptable
medium,medium,two,5_or_more,small,high,unacceptable
medium,medium,two,5_or_more,medium,low,unacceptable
medium,medium,two,5_or_more,medium,medium,acceptable
medium,medium,two,5_or_more,medium,high,acceptable
medium,medium,two,5_or_more,large,low,unacceptable
medium,medium,two,5_or_more,large,medium,acceptable
medium,medium,two,5_or_more,large,high,very_good
medium,medium,three,two,small,low,unacceptable
medium,medium,three,two,small,medium,unacceptable
medium,medium,three,two,small,high,unacceptable
medium,medium,three,two,medium,low,unacceptable
medium,medium,three,two,medium,medium,unacceptable
medium,medium,three,two,medium,high,unacceptable
medium,medium,three,two,large,low,unacceptable
medium,medium,three,two,large,medium,unacceptable
medium,medium,three,two,large,high,unacceptable
medium,medium,three,four,small,low,unacceptable
medium,medium,three,four,small,medium,acceptable
medium,medium,three,four,small,high,acceptable
medium,medium,three,four,medium,low,unacceptable
medium,medium,three,four,medium,medium,acceptable
medium,medium,three,four,medium,high,acceptable
medium,medium,three,four,large,low,unacceptable
medium,medium,three,four,large,medium,acceptable
medium,medium,three,four,large,high,very_good
medium,medium,three,5_or_more,small,low,unacceptable
medium,medium,three,5_or_more,small,medium,acceptable
medium,medium,three,5_or_more,small,high,acceptable
medium,medium,three,5_or_more,medium,low,unacceptable
medium,medium,three,5_or_more,medium,medium,acceptable
medium,medium,three,5_or_more,medium,high,very_good
medium,medium,three,5_or_more,large,low,unacceptable
medium,medium,three,5_or_more,large,medium,acceptable
medium,medium,three,5_or_more,large,high,very_good
medium,medium,four,two,small,low,unacceptable
medium,medium,four,two,small,medium,unacceptable
medium,medium,four,two,small,high,unacceptable
medium,medium,four,two,medium,low,unacceptable
medium,medium,four,two,medium,medium,unacceptable
medium,medium,four,two,medium,high,unacceptable
medium,medium,four,two,large,low,unacceptable
medium,medium,four,two,large,medium,unacceptable
medium,medium,four,two,large,high,unacceptable
medium,medium,four,four,small,low,unacceptable
medium,medium,four,four,small,medium,acceptable
medium,medium,four,four,small,high,acceptable
medium,medium,four,four,medium,low,unacceptable
medium,medium,four,four,medium,medium,acceptable
medium,medium,four,four,medium,high,very_good
medium,medium,four,four,large,low,unacceptable
medium,medium,four,four,large,medium,acceptable
medium,medium,four,four,large,high,very_good
medium,medium,four,5_or_more,small,low,unacceptable
medium,medium,four,5_or_more,small,medium,acceptable
medium,medium,four,5_or_more,small,high,acceptable
medium,medium,four,5_or_more,medium,low,unacceptable
medium,medium,four,5_or_more,medium,medium,acceptable
medium,medium,four,5_or_more,medium,high,very_good
medium,medium,four,5_or_more,large,low,unacceptable
medium,medium,four,5_or_more,large,medium,acceptable
medium,medium,four,5_or_more,large,high,very_good
medium,medium,5_or_more,two,small,low,unacceptable
medium,medium,5_or_more,two,small,medium,unacceptable
medium,medium,5_or_more,two,small,high,unacceptable
medium,medium,5_or_more,two,medium,low,unacceptable
medium,medium,5_or_more,two,medium,medium,unacceptable
medium,medium,5_or_more,two,medium,high,unacceptable
medium,medium,5_or_more,two,large,low,unacceptable
medium,medium,5_or_more,two,large,medium,unacceptable
medium,medium,5_or_more,two,large,high,unacceptable
medium,medium,5_or_more,four,small,low,unacceptable
medium,medium,5_or_more,four,small,medium,acceptable
medium,medium,5_or_more,four,small,high,acceptable
medium,medium,5_or_more,four,medium,low,unacceptable
medium,medium,5_or_more,four,medium,medium,acceptable
medium,medium,5_or_more,four,medium,high,very_good
medium,medium,5_or_more,four,large,low,unacceptable
medium,medium,5_or_more,four,large,medium,acceptable
medium,medium,5_or_more,four,large,high,very_good
medium,medium,5_or_more,5_or_more,small,low,unacceptable
medium,medium,5_or_more,5_or_more,small,medium,acceptable
medium,medium,5_or_more,5_or_more,small,high,acceptable
medium,medium,5_or_more,5_or_more,medium,low,unacceptable
medium,medium,5_or_more,5_or_more,medium,medium,acceptable
medium,medium,5_or_more,5_or_more,medium,high,very_good
medium,medium,5_or_more,5_or_more,large,low,unacceptable
medium,medium,5_or_more,5_or_more,large,medium,acceptable
medium,medium,5_or_more,5_or_more,large,high,very_good
medium,low,two,two,small,low,unacceptable
medium,low,two,two,small,medium,unacceptable
medium,low,two,two,small,high,unacceptable
medium,low,two,two,medium,low,unacceptable
medium,low,two,two,medium,medium,unacceptable
medium,low,two,two,medium,high,unacceptable
medium,low,two,two,large,low,unacceptable
medium,low,two,two,large,medium,unacceptable
medium,low,two,two,large,high,unacceptable
medium,low,two,four,small,low,unacceptable
medium,low,two,four,small,medium,acceptable
medium,low,two,four,small,high,good
medium,low,two,four,medium,low,unacceptable
medium,low,two,four,medium,medium,acceptable
medium,low,two,four,medium,high,good
medium,low,two,four,large,low,unacceptable
medium,low,two,four,large,medium,good
medium,low,two,four,large,high,very_good
medium,low,two,5_or_more,small,low,unacceptable
medium,low,two,5_or_more,small,medium,unacceptable
medium,low,two,5_or_more,small,high,unacceptable
medium,low,two,5_or_more,medium,low,unacceptable
medium,low,two,5_or_more,medium,medium,acceptable
medium,low,two,5_or_more,medium,high,good
medium,low,two,5_or_more,large,low,unacceptable
medium,low,two,5_or_more,large,medium,good
medium,low,two,5_or_more,large,high,very_good
medium,low,three,two,small,low,unacceptable
medium,low,three,two,small,medium,unacceptable
medium,low,three,two,small,high,unacceptable
medium,low,three,two,medium,low,unacceptable
medium,low,three,two,medium,medium,unacceptable
medium,low,three,two,medium,high,unacceptable
medium,low,three,two,large,low,unacceptable
medium,low,three,two,large,medium,unacceptable
medium,low,three,two,large,high,unacceptable
medium,low,three,four,small,low,unacceptable
medium,low,three,four,small,medium,acceptable
medium,low,three,four,small,high,good
medium,low,three,four,medium,low,unacceptable
medium,low,three,four,medium,medium,acceptable
medium,low,three,four,medium,high,good
medium,low,three,four,large,low,unacceptable
medium,low,three,four,large,medium,good
medium,low,three,four,large,high,very_good
medium,low,three,5_or_more,small,low,unacceptable
medium,low,three,5_or_more,small,medium,acceptable
medium,low,three,5_or_more,small,high,good
medium,low,three,5_or_more,medium,low,unacceptable
medium,low,three,5_or_more,medium,medium,good
medium,low,three,5_or_more,medium,high,very_good
medium,low,three,5_or_more,large,low,unacceptable
medium,low,three,5_or_more,large,medium,good
medium,low,three,5_or_more,large,high,very_good
